Sector;Subsector;Emissieoorzaak;Emissieoorzaak_code;Nic;Bedrijf;Straat;Huisnummer;Toevoeging;Postcode;Woonplaats;Xcoord;Ycoord;Sbi_code;Sbi_naam;Herkomst_code;Herkomst;Dataset;Jaar;Emissie;Eenheid
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220451;RWZI Wervershoof;Ketellap;1;;1693HC;Wervershoof;138000;527300;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2020;13,5675;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220451;RWZI Wervershoof;Ketellap;1;;1693HC;Wervershoof;138000;527300;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2019;11,6658;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220451;RWZI Wervershoof;Ketellap;1;;1693HC;Wervershoof;138000;527300;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2015;7,4903;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220454;RWZI Westerschouwen;Koudekerkseweg;6;;4328NP;Burgh-Haamstede;42700;412500;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2019;2,1373;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220454;RWZI Westerschouwen;Koudekerkseweg;6;;4328NP;Burgh-Haamstede;42700;412500;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2020;1,4156;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220454;RWZI Westerschouwen;Koudekerkseweg;6;;4328NP;Burgh-Haamstede;42700;412500;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2010;1,4643;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220454;RWZI Westerschouwen;Koudekerkseweg;6;;4328NP;Burgh-Haamstede;42700;412500;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2015;1,9368;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220454;RWZI Westerschouwen;Koudekerkseweg;6;;4328NP;Burgh-Haamstede;42700;412500;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;2,8;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220454;RWZI Westerschouwen;Koudekerkseweg;6;;4328NP;Burgh-Haamstede;42700;412500;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;4,9;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220455;RWZI Wieringen;Rijksweg;9;;1777PE;Den Oever;131100;549100;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2019;0,798;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220455;RWZI Wieringen;Rijksweg;9;;1777PE;Den Oever;131100;549100;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2020;0,8151;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220455;RWZI Wieringen;Rijksweg;9;;1777PE;Den Oever;131100;549100;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;1,4;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220455;RWZI Wieringen;Rijksweg;9;;1777PE;Den Oever;131100;549100;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2015;0,5053;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220455;RWZI Wieringen;Rijksweg;9;;1777PE;Den Oever;131100;549100;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2010;0,4923;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220470;RWZI Zandvoort;Kamerlingh Onnesstraat;6;;2041CC;Zandvoort;98100;487900;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;244,7286385;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220470;RWZI Zandvoort;Kamerlingh Onnesstraat;6;;2041CC;Zandvoort;98100;487900;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;2000;703,227787;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220470;RWZI Zandvoort;Kamerlingh Onnesstraat;6;;2041CC;Zandvoort;98100;487900;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1995;574,741471;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220470;RWZI Zandvoort;Kamerlingh Onnesstraat;6;;2041CC;Zandvoort;98100;487900;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;549,3206323;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220478;RWZI Zutphen;Oostzeestraat;5;;7202CM;Zutphen;210116;463825;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;20;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220478;RWZI Zutphen;Oostzeestraat;5;;7202CM;Zutphen;210116;463825;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1995;8,9;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220478;RWZI Zutphen;Oostzeestraat;5;;7202CM;Zutphen;210116;463825;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2019;9,4578;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220478;RWZI Zutphen;Oostzeestraat;5;;7202CM;Zutphen;210116;463825;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;2000;13,6;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220478;RWZI Zutphen;Oostzeestraat;5;;7202CM;Zutphen;210116;463825;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2010;11,3044;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220478;RWZI Zutphen;Oostzeestraat;5;;7202CM;Zutphen;210116;463825;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2015;5,2787;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220478;RWZI Zutphen;Oostzeestraat;5;;7202CM;Zutphen;210116;463825;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2020;5,3337;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220478;RWZI Zutphen;Oostzeestraat;5;;7202CM;Zutphen;210116;463825;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;5,7;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220479;RWZI Zwaanshoek;Spieringweg;1201;;2136LR;Zwaanshoek;101777;479776;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;2000;12;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220479;RWZI Zwaanshoek;Spieringweg;1201;;2136LR;Zwaanshoek;101777;479776;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2019;15,3687;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220479;RWZI Zwaanshoek;Spieringweg;1201;;2136LR;Zwaanshoek;101777;479776;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2010;12,0926;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220479;RWZI Zwaanshoek;Spieringweg;1201;;2136LR;Zwaanshoek;101777;479776;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2015;7,3272;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220479;RWZI Zwaanshoek;Spieringweg;1201;;2136LR;Zwaanshoek;101777;479776;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;13,1;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220479;RWZI Zwaanshoek;Spieringweg;1201;;2136LR;Zwaanshoek;101777;479776;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1995;2257,074648;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220479;RWZI Zwaanshoek;Spieringweg;1201;;2136LR;Zwaanshoek;101777;479776;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2020;14,0868;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220479;RWZI Zwaanshoek;Spieringweg;1201;;2136LR;Zwaanshoek;101777;479776;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;2140,01252;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220063;RWZI Klijndijk;Zijtak;6;;7871TA;Klijndijk;253100;539000;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1995;2,8;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220063;RWZI Klijndijk;Zijtak;6;;7871TA;Klijndijk;253100;539000;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;2,6;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220071;RWZI Nieuwerkerk-Emmahof;Koningin Emmahof;;;2911AE;Nieuwerkerk aan den IJssel;101800;441800;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;6,9;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220071;RWZI Nieuwerkerk-Emmahof;Koningin Emmahof;;;2911AE;Nieuwerkerk aan den IJssel;101800;441800;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1995;4,8;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;42206;Mars Nederland BV;Taylorweg;5;;5466AE;Veghel;164080;402680;10822;Vervaardiging van chocolade en suikerwerk;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2015;4425;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;42206;Mars Nederland BV;Taylorweg;5;;5466AE;Veghel;164080;402680;10822;Vervaardiging van chocolade en suikerwerk;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2019;5057;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;42206;Mars Nederland BV;Taylorweg;5;;5466AE;Veghel;164080;402680;10822;Vervaardiging van chocolade en suikerwerk;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;4821;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;42206;Mars Nederland BV;Taylorweg;5;;5466AE;Veghel;164080;402680;10822;Vervaardiging van chocolade en suikerwerk;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2005;4293;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;42206;Mars Nederland BV;Taylorweg;5;;5466AE;Veghel;164080;402680;10822;Vervaardiging van chocolade en suikerwerk;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;6061;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;42206;Mars Nederland BV;Taylorweg;5;;5466AE;Veghel;164080;402680;10822;Vervaardiging van chocolade en suikerwerk;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;6688;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;42206;Mars Nederland BV;Taylorweg;5;;5466AE;Veghel;164080;402680;10822;Vervaardiging van chocolade en suikerwerk;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2010;4194;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;42411;Coca-Cola Enterprises Nederland BV;Eindsestraat;137;- 139;5105NA;Dongen;128200;402300;11070;"Vervaardiging van frisdranken; productie van mineraalwater en overig gebotteld water";22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;3354;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;42411;Coca-Cola Enterprises Nederland BV;Eindsestraat;137;- 139;5105NA;Dongen;128200;402300;11070;"Vervaardiging van frisdranken; productie van mineraalwater en overig gebotteld water";01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;144;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;42612;Cehave Landbouwbelang Voeders BV ('s-Hertogenbosch);Graaf van Solmsweg;48;;5222BP;'s-Hertogenbosch;146950;413450;10910;Vervaardiging van veevoeders;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;472,5;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;42612;Cehave Landbouwbelang Voeders BV ('s-Hertogenbosch);Graaf van Solmsweg;48;;5222BP;'s-Hertogenbosch;146950;413450;10910;Vervaardiging van veevoeders;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;1442;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10.9 (per bedrijf): Diervoederindustrie;T105500;42612;Cehave Landbouwbelang Voeders BV ('s-Hertogenbosch);Graaf van Solmsweg;48;;5222BP;'s-Hertogenbosch;146950;413450;10910;Vervaardiging van veevoeders;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;752;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;22011;CONO Kaasmakers (Stompetoren);NOORDERVAART;140;;1841JC;Stompetoren;116200;513900;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;6000;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;22011;CONO Kaasmakers (Stompetoren);NOORDERVAART;140;;1841JC;Stompetoren;116200;513900;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;6250;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;22011;CONO Kaasmakers (Stompetoren);NOORDERVAART;140;;1841JC;Stompetoren;116200;513900;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2005;1562,46;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;28097;Kaasmeester I;Ringweg;330;;1507BS;Zaandam;114156;493743;46331;Groothandel in zuivelproducten en spijsoliën en -vetten;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2005;276;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10.5 (per bedrijf): Zuivelindustrie;T105300;28097;Kaasmeester I;Ringweg;330;;1507BS;Zaandam;114156;493743;46331;Groothandel in zuivelproducten en spijsoliën en -vetten;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;160;kg
Handel, Diensten en Overheid (HDO);Energiegebruik en processen Handel, Diensten en Overheid (HDO);SBI 46/47 (per bedrijf): Detail- en groothandel;T151100;28097;Kaasmeester I;Ringweg;330;;1507BS;Zaandam;114156;493743;46331;Groothandel in zuivelproducten en spijsoliën en -vetten;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2015;503;kg
Chemische Industrie;Chemische Industrie basisproducten;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;T101100;41102;Allnex Netherlands B.V.;Synthesebaan;1;;4612RB;Bergen op Zoom;77249;391375;20160;Vervaardiging van kunststof in primaire vorm;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2015;7871;kg
Chemische Industrie;Chemische Industrie basisproducten;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;T101100;41102;Allnex Netherlands B.V.;Synthesebaan;1;;4612RB;Bergen op Zoom;77249;391375;20160;Vervaardiging van kunststof in primaire vorm;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2019;6259;kg
Chemische Industrie;Chemische Industrie basisproducten;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;T101100;41102;Allnex Netherlands B.V.;Synthesebaan;1;;4612RB;Bergen op Zoom;77249;391375;20160;Vervaardiging van kunststof in primaire vorm;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2005;16480,56;kg
Chemische Industrie;Chemische Industrie basisproducten;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;T101100;41102;Allnex Netherlands B.V.;Synthesebaan;1;;4612RB;Bergen op Zoom;77249;391375;20160;Vervaardiging van kunststof in primaire vorm;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;4465;kg
Chemische Industrie;Chemische Industrie basisproducten;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;T101100;41102;Allnex Netherlands B.V.;Synthesebaan;1;;4612RB;Bergen op Zoom;77249;391375;20160;Vervaardiging van kunststof in primaire vorm;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;5034,2;kg
Chemische Industrie;Chemische Industrie basisproducten;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;T101100;41102;Allnex Netherlands B.V.;Synthesebaan;1;;4612RB;Bergen op Zoom;77249;391375;20160;Vervaardiging van kunststof in primaire vorm;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2010;8872;kg
Raffinaderijen;Raffinage en verwerking;SBI 19.201 (per bedrijf): Aardolieraffinage;T102201;202746;Simadan;Hornweg;61;;1044AN;Amsterdam;115750;490110;19201;Aardolieraffinage;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;29988,66;kg
Raffinaderijen;Raffinage en verwerking;SBI 19.201 (per bedrijf): Aardolieraffinage;T102201;202746;Simadan;Hornweg;61;;1044AN;Amsterdam;115750;490110;19201;Aardolieraffinage;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2019;20774,91;kg
Afvalverwijdering;Overige afvalbedrijven;SBI 38.3 (per bedrijf): Voorbereiding tot recycling;T107000;202746;Simadan;Hornweg;61;;1044AN;Amsterdam;115750;490110;19201;Aardolieraffinage;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2015;199462;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220132;RWZI Amsterdam-Zuid;Korte Oudekerkerdijk;36;;1096AC;Amsterdam;123122;483550;38300;Voorbereiding tot recycling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;3305,7;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220132;RWZI Amsterdam-Zuid;Korte Oudekerkerdijk;36;;1096AC;Amsterdam;123122;483550;38300;Voorbereiding tot recycling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;16,1;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220157;RWZI Boskoop;Linnaeusweg;5;;2771HD;Boskoop;104900;453200;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;1,4;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220157;RWZI Boskoop;Linnaeusweg;5;;2771HD;Boskoop;104900;453200;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;2000;1,4;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220157;RWZI Boskoop;Linnaeusweg;5;;2771HD;Boskoop;104900;453200;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;0,6;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220157;RWZI Boskoop;Linnaeusweg;5;;2771HD;Boskoop;104900;453200;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1995;2,7;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220181;RWZI De Ronde Venen;Veenweg;162;;3641SM;Mijdrecht;120600;469400;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2020;155,1663;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220181;RWZI De Ronde Venen;Veenweg;162;;3641SM;Mijdrecht;120600;469400;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2010;156,1122735;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220181;RWZI De Ronde Venen;Veenweg;162;;3641SM;Mijdrecht;120600;469400;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2019;215,2692;kg
