Sector;Subsector;Emissieoorzaak;Emissieoorzaak_code;Nic;Bedrijf;Straat;Huisnummer;Toevoeging;Postcode;Woonplaats;Xcoord;Ycoord;Sbi_code;Sbi_naam;Herkomst_code;Herkomst;Dataset;Jaar;Emissie;Eenheid
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220181;RWZI De Ronde Venen;Veenweg;162;;3641SM;Mijdrecht;120600;469400;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;2000;789,8695507;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220181;RWZI De Ronde Venen;Veenweg;162;;3641SM;Mijdrecht;120600;469400;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;875,9395931;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220181;RWZI De Ronde Venen;Veenweg;162;;3641SM;Mijdrecht;120600;469400;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2015;851,0554767;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220181;RWZI De Ronde Venen;Veenweg;162;;3641SM;Mijdrecht;120600;469400;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;871,6549085;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220181;RWZI De Ronde Venen;Veenweg;162;;3641SM;Mijdrecht;120600;469400;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1995;838,7557121;kg
Overige industrie;Papier(waren);SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;T100600;201639;Smurfit Kappa Solid Board KM4 (Oude Pekela);W.H.Bosgrastraat;82;;9665PH;Oude Pekela;262197;568546;17121;Vervaardiging van grafisch papier en karton;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2010;21012;kg
Overige industrie;Papier(waren);SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;T100600;201639;Smurfit Kappa Solid Board KM4 (Oude Pekela);W.H.Bosgrastraat;82;;9665PH;Oude Pekela;262197;568546;17121;Vervaardiging van grafisch papier en karton;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2015;20229;kg
Overige industrie;Papier(waren);SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;T100600;201639;Smurfit Kappa Solid Board KM4 (Oude Pekela);W.H.Bosgrastraat;82;;9665PH;Oude Pekela;262197;568546;17121;Vervaardiging van grafisch papier en karton;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;427;kg
Overige industrie;Papier(waren);SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;T100600;201639;Smurfit Kappa Solid Board KM4 (Oude Pekela);W.H.Bosgrastraat;82;;9665PH;Oude Pekela;262197;568546;17121;Vervaardiging van grafisch papier en karton;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2019;454;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220190;RWZI Denekamp;Dorpermeienweg;13;;7591NK;Denekamp;267082;489809;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2019;1,1809;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220190;RWZI Denekamp;Dorpermeienweg;13;;7591NK;Denekamp;267082;489809;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;4,4;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220190;RWZI Denekamp;Dorpermeienweg;13;;7591NK;Denekamp;267082;489809;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;1,3;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220190;RWZI Denekamp;Dorpermeienweg;13;;7591NK;Denekamp;267082;489809;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2015;1,316;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220190;RWZI Denekamp;Dorpermeienweg;13;;7591NK;Denekamp;267082;489809;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;2000;1,4;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220190;RWZI Denekamp;Dorpermeienweg;13;;7591NK;Denekamp;267082;489809;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2010;1,6154;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220190;RWZI Denekamp;Dorpermeienweg;13;;7591NK;Denekamp;267082;489809;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1995;3,2;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220190;RWZI Denekamp;Dorpermeienweg;13;;7591NK;Denekamp;267082;489809;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2020;0,2848;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220202;RWZI Drachten;De Hemmen;100;;9206AG;Drachten;200040;569754;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;481,6830283;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220202;RWZI Drachten;De Hemmen;100;;9206AG;Drachten;200040;569754;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1995;935,4056338;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220202;RWZI Drachten;De Hemmen;100;;9206AG;Drachten;200040;569754;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;2000;1158,428619;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220202;RWZI Drachten;De Hemmen;100;;9206AG;Drachten;200040;569754;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;911,6236307;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220202;RWZI Drachten;De Hemmen;100;;9206AG;Drachten;200040;569754;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2015;1097,858709;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220202;RWZI Drachten;De Hemmen;100;;9206AG;Drachten;200040;569754;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2020;2041,8448;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220202;RWZI Drachten;De Hemmen;100;;9206AG;Drachten;200040;569754;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2010;1292,010413;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220202;RWZI Drachten;De Hemmen;100;;9206AG;Drachten;200040;569754;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2019;1952,845;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220218;RWZI Everstekoog;Pontweg;150;;1796MD;Everstekoog;114000;565700;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;3,9;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220218;RWZI Everstekoog;Pontweg;150;;1796MD;Everstekoog;114000;565700;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2020;2,1745;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220218;RWZI Everstekoog;Pontweg;150;;1796MD;Everstekoog;114000;565700;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2015;0,029;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220218;RWZI Everstekoog;Pontweg;150;;1796MD;Everstekoog;114000;565700;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;1,3;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220218;RWZI Everstekoog;Pontweg;150;;1796MD;Everstekoog;114000;565700;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2010;1,4608;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220218;RWZI Everstekoog;Pontweg;150;;1796MD;Everstekoog;114000;565700;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2019;2,3716;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220220;RWZI Franeker;Oostelyke Industrieweg;31;;8801JW;Franeker;167908;576775;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;842,4362729;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220220;RWZI Franeker;Oostelyke Industrieweg;31;;8801JW;Franeker;167908;576775;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;2000;706,9805324;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220220;RWZI Franeker;Oostelyke Industrieweg;31;;8801JW;Franeker;167908;576775;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;766,2467919;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220220;RWZI Franeker;Oostelyke Industrieweg;31;;8801JW;Franeker;167908;576775;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2019;1102,3246;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220220;RWZI Franeker;Oostelyke Industrieweg;31;;8801JW;Franeker;167908;576775;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2015;988,1657125;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220220;RWZI Franeker;Oostelyke Industrieweg;31;;8801JW;Franeker;167908;576775;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2020;1168,2886;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220220;RWZI Franeker;Oostelyke Industrieweg;31;;8801JW;Franeker;167908;576775;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1995;820,3625978;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220220;RWZI Franeker;Oostelyke Industrieweg;31;;8801JW;Franeker;167908;576775;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2010;659,099577;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220225;RWZI Gelkenes;Wilgenweg;5;;2964AM;Groot-Ammers;118611;438691;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2015;2,7009;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220225;RWZI Gelkenes;Wilgenweg;5;;2964AM;Groot-Ammers;118611;438691;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2019;3,5428;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220225;RWZI Gelkenes;Wilgenweg;5;;2964AM;Groot-Ammers;118611;438691;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2010;6,6149;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220225;RWZI Gelkenes;Wilgenweg;5;;2964AM;Groot-Ammers;118611;438691;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;4;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220233;RWZI Goor;Holtdijk;18;;7471ET;Goor;235990;473869;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2019;5,1865;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220233;RWZI Goor;Holtdijk;18;;7471ET;Goor;235990;473869;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2010;1057,629606;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220233;RWZI Goor;Holtdijk;18;;7471ET;Goor;235990;473869;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;2000;691,3409318;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220233;RWZI Goor;Holtdijk;18;;7471ET;Goor;235990;473869;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;682,1616588;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220233;RWZI Goor;Holtdijk;18;;7471ET;Goor;235990;473869;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;518,3144759;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220233;RWZI Goor;Holtdijk;18;;7471ET;Goor;235990;473869;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1995;540,3771518;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220233;RWZI Goor;Holtdijk;18;;7471ET;Goor;235990;473869;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2015;866,0981514;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220233;RWZI Goor;Holtdijk;18;;7471ET;Goor;235990;473869;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2020;4,5893;kg
Afvalverwijdering;AVI's;SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's;T104201;202902;GMB Slibverwerking Tiel BV;Simon Stevinstraat;2;a;4004JV;Tiel;158236;436521;38210;Behandeling van onschadelijk afval;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2015;4921;kg
Afvalverwijdering;AVI's;SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's;T104201;202902;GMB Slibverwerking Tiel BV;Simon Stevinstraat;2;a;4004JV;Tiel;158236;436521;38210;Behandeling van onschadelijk afval;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;802;kg
Afvalverwijdering;AVI's;SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's;T104201;202902;GMB Slibverwerking Tiel BV;Simon Stevinstraat;2;a;4004JV;Tiel;158236;436521;38210;Behandeling van onschadelijk afval;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2019;787;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220241;RWZI Haaksbergen;Leferinkweg;7;;7482RD;Haaksbergen;245852;466203;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;1,8;kg
